customerid,recency,frequency,monetary_value,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Persona
16022,260.0,1,628.28,1,1,2,112,4,Lost Customers
16023,46.0,3,719.81,3,3,3,333,9,Champions
16024,12.0,1,251.24,4,1,1,411,6,New Customers
16025,30.0,1,439.66,3,1,2,312,6,New Customers
16026,43.0,1,236.09,3,1,1,311,5,New Customers
16027,92.0,6,934.62,2,4,3,243,9,At Risk
16029,39.0,63,81024.84,3,4,4,344,11,Champions
16030,310.0,1,331.24,1,1,2,112,4,Lost Customers
16031,92.0,2,548.94,2,2,2,222,6,Typical Customers
16033,6.0,20,8816.4,4,4,4,444,12,Champions
16034,196.0,3,437.7,1,3,2,132,6,At Risk
16036,87.0,2,758.92,2,2,3,223,7,Big Spenders
16037,270.0,3,855.02,1,3,3,133,7,At Risk
16038,8.0,3,471.78,4,3,2,432,9,Champions
16040,65.0,3,1313.55,2,3,3,233,8,At Risk
16041,31.0,3,3166.4,3,3,4,334,10,Champions
16042,22.0,5,1197.27,3,4,3,343,10,Champions
16043,38.0,4,773.99,3,3,3,333,9,Champions
16045,120.0,4,1340.7,2,3,3,233,8,At Risk
16048,373.0,2,256.44,1,2,1,121,4,Typical Customers
16049,40.0,3,1111.79,3,3,3,333,9,Champions
16050,174.0,1,137.9,1,1,1,111,3,Lost Customers
16052,54.0,1,362.06,2,1,2,212,5,Typical Customers
16053,33.0,2,1511.95,3,2,3,323,8,Big Spenders
16054,145.0,1,783.9,1,1,3,113,5,Big Spenders
16055,221.0,1,134.8,1,1,1,111,3,Lost Customers
16056,45.0,1,664.85,3,1,2,312,6,New Customers
16057,16.0,7,2263.12,4,4,4,444,12,Champions
16059,66.0,6,1459.86,2,4,3,243,9,At Risk
16062,10.0,4,1153.62,4,3,3,433,10,Champions
16063,260.0,1,335.32,1,1,2,112,4,Lost Customers
16065,365.0,1,372.09,1,1,2,112,4,Lost Customers
16066,17.0,5,1521.87,4,4,3,443,11,Champions
16070,22.0,2,852.15,3,2,3,323,8,Big Spenders
16071,45.0,1,326.24,3,1,2,312,6,New Customers
16072,288.0,1,584.32,1,1,2,112,4,Lost Customers
16073,297.0,1,122.4,1,1,1,111,3,Lost Customers
16076,3.0,10,2234.73,4,4,4,444,12,Champions
16078,284.0,1,79.2,1,1,1,111,3,Lost Customers
16079,17.0,3,1352.0,4,3,3,433,10,Champions
16080,82.0,2,217.16,2,2,1,221,5,Typical Customers
16081,56.0,5,2806.9,2,4,4,244,10,At Risk
16083,101.0,2,1317.62,2,2,3,223,7,Big Spenders
16084,299.0,1,436.18,1,1,2,112,4,Lost Customers
16085,23.0,5,981.51,3,4,3,343,10,Champions
16086,59.0,5,1121.39,2,4,3,243,9,At Risk
16091,155.0,2,315.06,1,2,2,122,5,Typical Customers
16092,115.0,3,817.86,2,3,3,233,8,At Risk
16093,107.0,1,17.0,2,1,1,211,4,Typical Customers
16094,12.0,4,1078.23,4,3,3,433,10,Champions
16096,264.0,1,320.62,1,1,2,112,4,Lost Customers
16097,240.0,1,185.05,1,1,1,111,3,Lost Customers
16098,88.0,7,2005.63,2,4,4,244,10,At Risk
16099,50.0,3,731.9,3,3,3,333,9,Champions
16101,71.0,1,1290.7,2,1,3,213,6,Big Spenders
16102,42.0,3,1842.14,3,3,4,334,10,Champions
16103,7.0,6,1429.64,4,4,3,443,11,Champions
16104,62.0,1,302.36,2,1,1,211,4,Typical Customers
16105,249.0,1,336.96,1,1,2,112,4,Lost Customers
16106,66.0,1,108.38,2,1,1,211,4,Typical Customers
16107,18.0,7,3204.16,4,4,4,444,12,Champions
16108,85.0,1,842.5,2,1,3,213,6,Big Spenders
16109,219.0,2,611.88,1,2,2,122,5,Typical Customers
16110,45.0,3,1337.48,3,3,3,333,9,Champions
16112,143.0,4,195.74,1,3,1,131,5,At Risk
16113,183.0,1,161.38,1,1,1,111,3,Lost Customers
16114,171.0,1,135.75,1,1,1,111,3,Lost Customers
16115,10.0,8,1667.97,4,4,4,444,12,Champions
16116,212.0,1,612.78,1,1,2,112,4,Lost Customers
16117,190.0,1,232.21,1,1,1,111,3,Lost Customers
16119,8.0,2,423.36,4,2,2,422,8,New Customers
16120,59.0,4,1309.14,2,3,3,233,8,At Risk
16121,57.0,2,867.11,2,2,3,223,7,Big Spenders
16122,73.0,4,684.42,2,3,3,233,8,At Risk
16123,52.0,1,307.78,2,1,2,212,5,Typical Customers
16124,317.0,1,249.0,1,1,1,111,3,Lost Customers
16125,367.0,1,289.35,1,1,1,111,3,Lost Customers
16126,29.0,4,6287.77,3,3,4,334,10,Champions
16127,39.0,1,656.25,3,1,2,312,6,New Customers
16128,18.0,5,1880.22,4,4,4,444,12,Champions
16131,52.0,6,3506.54,2,4,4,244,10,At Risk
16133,4.0,33,14589.04,4,4,4,444,12,Champions
16134,22.0,2,618.09,3,2,2,322,7,New Customers
16135,263.0,1,517.55,1,1,2,112,4,Lost Customers
16136,60.0,3,709.38,2,3,3,233,8,At Risk
16139,19.0,3,635.41,3,3,2,332,8,Champions
16140,66.0,2,725.18,2,2,3,223,7,Big Spenders
16141,88.0,1,620.4,2,1,2,212,5,Typical Customers
16142,250.0,1,535.34,1,1,2,112,4,Lost Customers
16143,3.0,6,2424.94,4,4,4,444,12,Champions
16144,247.0,1,175.2,1,1,1,111,3,Lost Customers
16145,9.0,11,3799.49,4,4,4,444,12,Champions
16146,157.0,3,734.13,1,3,3,133,7,At Risk
16147,134.0,1,375.0,2,1,2,212,5,Typical Customers
16148,296.0,1,76.32,1,1,1,111,3,Lost Customers
16149,5.0,2,280.52,4,2,1,421,7,New Customers
16150,43.0,5,2053.02,3,4,4,344,11,Champions
16152,269.0,1,1829.04,1,1,4,114,6,Big Spenders
16153,50.0,5,1824.23,3,4,4,344,11,Champions
16156,9.0,9,3122.04,4,4,4,444,12,Champions
16157,16.0,3,656.69,4,3,2,432,9,Champions
16159,282.0,1,348.2,1,1,2,112,4,Lost Customers
16160,65.0,2,1025.44,2,2,3,223,7,Big Spenders
16161,2.0,19,5575.56,4,4,4,444,12,Champions
16162,252.0,1,37.4,1,1,1,111,3,Lost Customers
16163,232.0,2,856.6,1,2,3,123,6,Big Spenders
16164,17.0,3,822.48,4,3,3,433,10,Champions
16168,11.0,27,3787.6,4,4,4,444,12,Champions
16169,8.0,4,1822.97,4,3,4,434,11,Champions
16170,51.0,6,1885.05,3,4,4,344,11,Champions
16171,59.0,1,73.2,2,1,1,211,4,Typical Customers
16172,95.0,5,1140.21,2,4,3,243,9,At Risk
16173,16.0,6,1418.32,4,4,3,443,11,Champions
16174,126.0,3,1009.55,2,3,3,233,8,At Risk
16175,94.0,4,1037.59,2,3,3,233,8,At Risk
16177,50.0,1,331.95,3,1,2,312,6,New Customers
16178,138.0,1,197.9,2,1,1,211,4,Typical Customers
16179,61.0,1,215.83,2,1,1,211,4,Typical Customers
16180,100.0,8,10254.18,2,4,4,244,10,At Risk
16181,73.0,1,305.54,2,1,1,211,4,Typical Customers
16182,72.0,4,6617.65,2,3,4,234,9,At Risk
16183,67.0,1,338.71,2,1,2,212,5,Typical Customers
16184,64.0,6,1158.79,2,4,3,243,9,At Risk
16185,17.0,2,529.41,4,2,2,422,8,New Customers
16186,23.0,12,4006.94,3,4,4,344,11,Champions
16187,32.0,15,6911.44,3,4,4,344,11,Champions
16188,45.0,4,981.86,3,3,3,333,9,Champions
16189,16.0,2,215.48,4,2,1,421,7,New Customers
16190,40.0,1,215.08,3,1,1,311,5,New Customers
16191,3.0,13,5180.52,4,4,4,444,12,Champions
16193,237.0,1,314.45,1,1,2,112,4,Lost Customers
16198,75.0,1,400.68,2,1,2,212,5,Typical Customers
16200,4.0,2,1080.62,4,2,3,423,9,Big Spenders
16201,3.0,4,1863.47,4,3,4,434,11,Champions
16202,361.0,1,365.27,1,1,2,112,4,Lost Customers
16203,59.0,4,592.9,2,3,2,232,7,At Risk
16204,23.0,1,405.71,3,1,2,312,6,New Customers
16205,31.0,4,761.38,3,3,3,333,9,Champions
16206,55.0,4,537.06,2,3,2,232,7,At Risk
16207,25.0,1,394.38,3,1,2,312,6,New Customers
16208,45.0,2,664.26,3,2,2,322,7,New Customers
16209,89.0,5,2262.62,2,4,4,244,10,At Risk
16210,2.0,18,21086.3,4,4,4,444,12,Champions
16211,89.0,1,547.02,2,1,2,212,5,Typical Customers
16212,19.0,2,690.34,3,2,3,323,8,Big Spenders
16213,79.0,1,159.0,2,1,1,211,4,Typical Customers
16214,171.0,3,1062.75,1,3,3,133,7,At Risk
16215,81.0,1,242.35,2,1,1,211,4,Typical Customers
16216,267.0,1,914.93,1,1,3,113,5,Big Spenders
16217,235.0,2,304.25,1,2,1,121,4,Typical Customers
16218,30.0,7,3084.68,3,4,4,344,11,Champions
16221,37.0,3,864.86,3,3,3,333,9,Champions
16222,318.0,1,846.72,1,1,3,113,5,Big Spenders
16224,57.0,4,1295.3,2,3,3,233,8,At Risk
16225,45.0,5,1096.32,3,4,3,343,10,Champions
16226,203.0,3,255.12,1,3,1,131,5,At Risk
16227,225.0,1,314.22,1,1,2,112,4,Lost Customers
16229,87.0,2,1010.6,2,2,3,223,7,Big Spenders
16230,190.0,2,542.03,1,2,2,122,5,Typical Customers
16232,44.0,4,990.88,3,3,3,333,9,Champions
16233,71.0,3,536.68,2,3,2,232,7,At Risk
16235,41.0,5,867.31,3,4,3,343,10,Champions
16236,78.0,1,432.2,2,1,2,212,5,Typical Customers
16239,57.0,2,414.2,2,2,2,222,6,Typical Customers
16240,24.0,2,3718.8,3,2,4,324,9,Big Spenders
16241,10.0,13,2607.87,4,4,4,444,12,Champions
16242,8.0,7,3603.21,4,4,4,444,12,Champions
16243,34.0,2,409.1,3,2,2,322,7,New Customers
16244,212.0,2,1522.75,1,2,3,123,6,Big Spenders
16245,24.0,3,1413.66,3,3,3,333,9,Champions
16247,170.0,1,114.56,1,1,1,111,3,Lost Customers
16248,62.0,1,152.94,2,1,1,211,4,Typical Customers
16249,53.0,5,1800.07,2,4,4,244,10,At Risk
16250,261.0,2,389.44,1,2,2,122,5,Typical Customers
16253,67.0,2,3683.86,2,2,4,224,8,Big Spenders
16255,17.0,8,2619.91,4,4,4,444,12,Champions
16256,267.0,1,752.43,1,1,3,113,5,Big Spenders
16257,177.0,1,46.95,1,1,1,111,3,Lost Customers
16258,45.0,5,5203.51,3,4,4,344,11,Champions
16260,51.0,1,1035.45,3,1,3,313,7,Big Spenders
16261,17.0,4,746.83,4,3,3,433,10,Champions
16265,9.0,9,5447.0,4,4,4,444,12,Champions
16266,74.0,7,861.89,2,4,3,243,9,At Risk
16268,71.0,2,667.65,2,2,2,222,6,Typical Customers
16270,353.0,1,1141.24,1,1,3,113,5,Big Spenders
16271,3.0,5,1429.24,4,4,3,443,11,Champions
16272,117.0,1,411.7,2,1,2,212,5,Typical Customers
16274,373.0,1,357.95,1,1,2,112,4,Lost Customers
16275,197.0,1,559.87,1,1,2,112,4,Lost Customers
16276,177.0,1,810.6,1,1,3,113,5,Big Spenders
16278,100.0,1,566.38,2,1,2,212,5,Typical Customers
16279,21.0,3,1509.58,3,3,3,333,9,Champions
16281,72.0,1,2062.06,2,1,4,214,7,Big Spenders
16282,340.0,1,168.3,1,1,1,111,3,Lost Customers
16283,6.0,5,1570.81,4,4,3,443,11,Champions
16284,31.0,2,823.97,3,2,3,323,8,Big Spenders
16287,170.0,1,142.5,1,1,1,111,3,Lost Customers
16292,122.0,1,302.25,2,1,1,211,4,Typical Customers
16293,22.0,10,2248.99,3,4,4,344,11,Champions
16295,10.0,4,1328.55,4,3,3,433,10,Champions
16297,269.0,1,301.9,1,1,1,111,3,Lost Customers
16298,23.0,3,598.2,3,3,2,332,8,Champions
16302,127.0,1,233.22,2,1,1,211,4,Typical Customers
16303,26.0,3,5360.63,3,3,4,334,10,Champions
16305,139.0,1,361.22,2,1,2,212,5,Typical Customers
16306,214.0,6,632.27,1,4,2,142,7,At Risk
16308,38.0,4,2560.0,3,3,4,334,10,Champions
16309,106.0,2,706.57,2,2,3,223,7,Big Spenders
16311,18.0,2,616.26,4,2,2,422,8,New Customers
16313,3.0,2,274.15,4,2,1,421,7,New Customers
16315,331.0,1,226.37,1,1,1,111,3,Lost Customers
16316,64.0,8,2938.91,2,4,4,244,10,At Risk
16317,120.0,3,1341.65,2,3,3,233,8,At Risk
16318,35.0,1,328.15,3,1,2,312,6,New Customers
16319,218.0,1,404.4,1,1,2,112,4,Lost Customers
16320,172.0,2,1038.46,1,2,3,123,6,Big Spenders
16321,72.0,5,373.65,2,4,2,242,8,At Risk
16322,1.0,2,326.75,4,2,2,422,8,New Customers
16323,196.0,1,207.5,1,1,1,111,3,Lost Customers
16324,128.0,3,428.68,2,3,2,232,7,At Risk
16325,47.0,3,594.24,3,3,2,332,8,Champions
16326,6.0,14,3110.96,4,4,4,444,12,Champions
16327,14.0,6,3844.22,4,4,4,444,12,Champions
16330,18.0,3,251.91,4,3,1,431,8,Champions
16332,28.0,7,1593.2,3,4,3,343,10,Champions
16333,8.0,22,26626.8,4,4,4,444,12,Champions
16337,37.0,1,151.05,3,1,1,311,5,New Customers
16338,157.0,1,214.8,1,1,1,111,3,Lost Customers
16339,284.0,1,109.95,1,1,1,111,3,Lost Customers
16340,107.0,1,549.07,2,1,2,212,5,Typical Customers
16341,25.0,4,1971.87,3,3,4,334,10,Champions
16342,75.0,4,322.41,2,3,2,232,7,At Risk
16343,16.0,2,370.48,4,2,2,422,8,New Customers
16344,158.0,1,101.1,1,1,1,111,3,Lost Customers
16345,44.0,1,575.41,3,1,2,312,6,New Customers
16347,11.0,2,887.65,4,2,3,423,9,Big Spenders
16348,32.0,7,1469.45,3,4,3,343,10,Champions
16349,291.0,1,53.5,1,1,1,111,3,Lost Customers
16350,21.0,4,1116.47,3,3,3,333,9,Champions
16351,333.0,1,153.9,1,1,1,111,3,Lost Customers
16352,18.0,2,494.44,4,2,2,422,8,New Customers
16353,4.0,23,6675.71,4,4,4,444,12,Champions
16354,63.0,2,395.8,2,2,2,222,6,Typical Customers
16356,198.0,3,211.77,1,3,1,131,5,At Risk
16357,33.0,3,658.88,3,3,2,332,8,Champions
16358,1.0,4,2027.5,4,3,4,434,11,Champions
16359,7.0,9,1750.92,4,4,4,444,12,Champions
16360,5.0,6,3512.53,4,4,4,444,12,Champions
16361,10.0,4,896.66,4,3,3,433,10,Champions
16362,32.0,5,734.77,3,4,3,343,10,Champions
16363,53.0,1,109.36,2,1,1,211,4,Typical Customers
16364,12.0,2,707.04,4,2,3,423,9,Big Spenders
16365,18.0,9,1540.42,4,4,3,443,11,Champions
16366,19.0,1,327.3,3,1,2,312,6,New Customers
16367,37.0,2,804.49,3,2,3,323,8,Big Spenders
16368,2.0,2,497.43,4,2,2,422,8,New Customers
16369,18.0,3,1553.66,4,3,3,433,10,Champions
16370,82.0,4,1320.56,2,3,3,233,8,At Risk
16372,33.0,2,367.93,3,2,2,322,7,New Customers
16374,66.0,2,473.03,2,2,2,222,6,Typical Customers
16376,9.0,2,987.01,4,2,3,423,9,Big Spenders
16377,267.0,1,676.2,1,1,3,113,5,Big Spenders
16378,247.0,3,362.95,1,3,2,132,6,At Risk
16379,4.0,4,2157.4,4,3,4,434,11,Champions
16380,61.0,1,1780.59,2,1,4,214,7,Big Spenders
16383,75.0,2,668.36,2,2,2,222,6,Typical Customers
16384,90.0,2,584.5,2,2,2,222,6,Typical Customers
16385,60.0,3,555.89,2,3,2,232,7,At Risk
16386,29.0,2,317.2,3,2,2,322,7,New Customers
16387,323.0,1,94.36,1,1,1,111,3,Lost Customers
16389,53.0,4,1382.07,2,3,3,233,8,At Risk
16392,270.0,1,221.19,1,1,1,111,3,Lost Customers
16393,2.0,13,3046.21,4,4,4,444,12,Champions
16394,57.0,5,1555.34,2,4,3,243,9,At Risk
16395,61.0,5,1486.9,2,4,3,243,9,At Risk
16398,154.0,2,1705.8,1,2,4,124,7,Big Spenders
16399,19.0,2,408.57,3,2,2,322,7,New Customers
16400,95.0,1,303.93,2,1,1,211,4,Typical Customers
16401,1.0,12,4098.32,4,4,4,444,12,Champions
16402,265.0,2,299.6,1,2,1,121,4,Typical Customers
16403,312.0,1,177.5,1,1,1,111,3,Lost Customers
16404,70.0,1,443.05,2,1,2,212,5,Typical Customers
16405,302.0,2,167.25,1,2,1,121,4,Typical Customers
16406,19.0,1,163.07,3,1,1,311,5,New Customers
16407,13.0,10,2126.93,4,4,4,444,12,Champions
16409,36.0,5,2028.88,3,4,4,344,11,Champions
16411,19.0,2,214.65,3,2,1,321,6,New Customers
16412,54.0,1,151.83,2,1,1,211,4,Typical Customers
16413,57.0,1,262.2,2,1,1,211,4,Typical Customers
16414,22.0,2,126.25,3,2,1,321,6,New Customers
16415,44.0,1,210.35,3,1,1,311,5,New Customers
16416,27.0,3,1051.4,3,3,3,333,9,Champions
16418,45.0,3,675.27,3,3,3,333,9,Champions
16419,113.0,6,972.23,2,4,3,243,9,At Risk
16422,17.0,51,34684.4,4,4,4,444,12,Champions
16423,25.0,1,346.12,3,1,2,312,6,New Customers
16424,191.0,1,133.56,1,1,1,111,3,Lost Customers
16425,302.0,1,302.7,1,1,1,111,3,Lost Customers
16426,2.0,10,1908.25,4,4,4,444,12,Champions
16427,263.0,2,241.06,1,2,1,121,4,Typical Customers
16429,106.0,1,284.55,2,1,1,211,4,Typical Customers
16430,57.0,1,300.85,2,1,1,211,4,Typical Customers
16431,213.0,3,642.81,1,3,2,132,6,At Risk
16432,64.0,1,287.4,2,1,1,211,4,Typical Customers
16433,28.0,1,184.26,3,1,1,311,5,New Customers
16434,29.0,7,1522.25,3,4,3,343,10,Champions
16438,6.0,5,798.35,4,4,3,443,11,Champions
16440,8.0,5,3640.67,4,4,4,444,12,Champions
16441,67.0,2,381.2,2,2,2,222,6,Typical Customers
16442,2.0,3,616.79,4,3,2,432,9,Champions
16444,46.0,4,654.67,3,3,2,332,8,Champions
16445,34.0,1,230.51,3,1,1,311,5,New Customers
16446,1.0,2,168472.5,4,2,4,424,10,Big Spenders
16447,136.0,1,259.01,2,1,1,211,4,Typical Customers
16448,198.0,1,188.89,1,1,1,111,3,Lost Customers
16449,198.0,2,707.69,1,2,3,123,6,Big Spenders
16450,150.0,1,311.92,1,1,2,112,4,Lost Customers
16451,88.0,1,266.97,2,1,1,211,4,Typical Customers
16454,45.0,2,6.9,3,2,1,321,6,New Customers
16455,64.0,7,1841.18,2,4,4,244,10,At Risk
16456,99.0,5,2158.37,2,4,4,244,10,At Risk
16457,218.0,1,208.36,1,1,1,111,3,Lost Customers
16458,3.0,18,3482.74,4,4,4,444,12,Champions
16460,28.0,3,814.72,3,3,3,333,9,Champions
16461,178.0,1,151.42,1,1,1,111,3,Lost Customers
16462,74.0,3,136.0,2,3,1,231,6,At Risk
16463,21.0,4,1422.4,3,3,3,333,9,Champions
16464,20.0,3,1314.68,3,3,3,333,9,Champions
16466,34.0,7,1603.46,3,4,3,343,10,Champions
16468,74.0,1,74.9,2,1,1,211,4,Typical Customers
16469,24.0,4,650.43,3,3,2,332,8,Champions
16470,52.0,4,762.39,2,3,3,233,8,At Risk
16471,275.0,1,223.95,1,1,1,111,3,Lost Customers
16473,165.0,3,316.11,1,3,2,132,6,At Risk
16474,7.0,7,1871.5,4,4,4,444,12,Champions
16475,88.0,4,544.3,2,3,2,232,7,At Risk
16477,64.0,7,2494.46,2,4,4,244,10,At Risk
16478,25.0,3,331.0,3,3,2,332,8,Champions
16479,10.0,2,300.83,4,2,1,421,7,New Customers
16480,76.0,1,769.29,2,1,3,213,6,Big Spenders
16482,16.0,1,220.62,4,1,1,411,6,New Customers
16483,192.0,1,139.35,1,1,1,111,3,Lost Customers
16484,174.0,2,404.3,1,2,2,122,5,Typical Customers
16485,77.0,1,363.65,2,1,2,212,5,Typical Customers
16488,33.0,3,498.8,3,3,2,332,8,Champions
16491,47.0,1,731.5,3,1,3,313,7,Big Spenders
16493,80.0,4,1351.63,2,3,3,233,8,At Risk
16494,297.0,1,826.53,1,1,3,113,5,Big Spenders
16495,3.0,3,684.41,4,3,3,433,10,Champions
16496,9.0,3,1599.52,4,3,3,433,10,Champions
16497,50.0,6,2965.69,3,4,4,344,11,Champions
16498,161.0,2,100.97,1,2,1,121,4,Typical Customers
16499,360.0,2,365.45,1,2,2,122,5,Typical Customers
16500,5.0,6,400.86,4,4,2,442,10,Champions
16503,107.0,4,1431.93,2,3,3,233,8,At Risk
16504,25.0,1,484.38,3,1,2,312,6,New Customers
16505,32.0,1,777.6,3,1,3,313,7,Big Spenders
16506,20.0,2,90.3,3,2,1,321,6,New Customers
16509,297.0,1,363.7,1,1,2,112,4,Lost Customers
16510,372.0,1,248.1,1,1,1,111,3,Lost Customers
16511,22.0,3,950.26,3,3,3,333,9,Champions
16513,5.0,4,874.59,4,3,3,433,10,Champions
16515,52.0,5,1627.13,2,4,3,243,9,At Risk
16516,30.0,1,101.7,3,1,1,311,5,New Customers
16517,277.0,1,162.7,1,1,1,111,3,Lost Customers
16518,61.0,2,484.32,2,2,2,222,6,Typical Customers
16519,25.0,2,215.08,3,2,1,321,6,New Customers
16520,186.0,3,1046.57,1,3,3,133,7,At Risk
16523,2.0,21,9418.47,4,4,4,444,12,Champions
16525,2.0,26,13027.45,4,4,4,444,12,Champions
16526,172.0,1,290.36,1,1,1,111,3,Lost Customers
16527,81.0,1,228.06,2,1,1,211,4,Typical Customers
16528,4.0,1,244.41,4,1,1,411,6,New Customers
16529,190.0,1,455.25,1,1,2,112,4,Lost Customers
16531,22.0,7,1244.59,3,4,3,343,10,Champions
16532,18.0,3,6748.8,4,3,4,434,11,Champions
16533,19.0,3,1095.56,3,3,3,333,9,Champions
16535,5.0,1,593.75,4,1,2,412,7,New Customers
16536,110.0,1,548.97,2,1,2,212,5,Typical Customers
16539,3.0,4,1388.81,4,3,3,433,10,Champions
16542,54.0,1,119.62,2,1,1,211,4,Typical Customers
16545,165.0,1,339.3,1,1,2,112,4,Lost Customers
16546,291.0,2,787.15,1,2,3,123,6,Big Spenders
16549,10.0,10,4154.64,4,4,4,444,12,Champions
16550,109.0,5,2298.97,2,4,4,244,10,At Risk
16551,96.0,3,922.12,2,3,3,233,8,At Risk
16552,243.0,2,379.73,1,2,2,122,5,Typical Customers
16553,163.0,12,5719.82,1,4,4,144,9,At Risk
16554,42.0,3,837.1,3,3,3,333,9,Champions
16555,35.0,2,285.89,3,2,1,321,6,New Customers
16556,67.0,7,3313.79,2,4,4,244,10,At Risk
16557,24.0,2,281.85,3,2,1,321,6,New Customers
16558,1.0,20,8338.49,4,4,4,444,12,Champions
16560,27.0,2,841.41,3,2,3,323,8,Big Spenders
16561,6.0,2,511.12,4,2,2,422,8,New Customers
16563,54.0,1,1077.74,2,1,3,213,6,Big Spenders
16565,364.0,1,173.7,1,1,1,111,3,Lost Customers
16566,15.0,5,614.66,4,4,2,442,10,Champions
16567,194.0,2,865.6,1,2,3,123,6,Big Spenders
16569,3.0,1,124.2,4,1,1,411,6,New Customers
16570,15.0,10,3738.4,4,4,4,444,12,Champions
16571,27.0,3,1421.69,3,3,3,333,9,Champions
16572,127.0,3,1009.6,2,3,3,233,8,At Risk
16573,85.0,2,663.61,2,2,2,222,6,Typical Customers
16574,71.0,1,451.44,2,1,2,212,5,Typical Customers
16581,183.0,1,105.84,1,1,1,111,3,Lost Customers
16582,113.0,1,313.62,2,1,2,212,5,Typical Customers
16583,374.0,1,233.45,1,1,1,111,3,Lost Customers
16584,80.0,2,936.08,2,2,3,223,7,Big Spenders
16586,249.0,1,463.95,1,1,2,112,4,Lost Customers
16587,232.0,1,225.15,1,1,1,111,3,Lost Customers
16589,71.0,3,459.24,2,3,2,232,7,At Risk
16591,69.0,1,213.5,2,1,1,211,4,Typical Customers
16592,4.0,16,4113.68,4,4,4,444,12,Champions
16593,51.0,3,330.03,3,3,2,332,8,Champions
16594,75.0,1,181.09,2,1,1,211,4,Typical Customers
16595,61.0,1,360.16,2,1,2,212,5,Typical Customers
16596,16.0,2,250.15,4,2,1,421,7,New Customers
16597,4.0,1,90.04,4,1,1,411,6,New Customers
16598,286.0,1,145.05,1,1,1,111,3,Lost Customers
16600,4.0,6,813.52,4,4,3,443,11,Champions
16601,41.0,1,244.8,3,1,1,311,5,New Customers
16602,36.0,1,528.08,3,1,2,312,6,New Customers
16603,75.0,2,482.47,2,2,2,222,6,Typical Customers
16607,18.0,14,3347.71,4,4,4,444,12,Champions
16609,15.0,7,5493.46,4,4,4,444,12,Champions
16610,219.0,1,75.66,1,1,1,111,3,Lost Customers
16611,186.0,1,129.49,1,1,1,111,3,Lost Customers
16612,33.0,4,1187.66,3,3,3,333,9,Champions
16613,70.0,1,618.59,2,1,2,212,5,Typical Customers
16614,183.0,1,506.19,1,2,2,122,5,Typical Customers
16616,15.0,2,500.42,4,2,2,422,8,New Customers
16617,236.0,1,151.85,1,2,1,121,4,Typical Customers
16618,31.0,5,2647.59,3,4,4,344,11,Champions
16619,264.0,1,226.21,1,2,1,121,4,Typical Customers
16620,4.0,2,178.96,4,2,1,421,7,New Customers
16621,52.0,4,813.48,2,3,3,233,8,At Risk
16623,246.0,1,129.45,1,2,1,121,4,Typical Customers
16624,81.0,2,810.57,2,2,3,223,7,Big Spenders
16625,275.0,1,333.08,1,2,2,122,5,Typical Customers
16626,1.0,17,4413.1,4,4,4,444,12,Champions
16627,79.0,1,322.8,2,2,2,222,6,Typical Customers
16628,30.0,5,2188.05,3,4,4,344,11,Champions
16629,74.0,2,417.73,2,2,2,222,6,Typical Customers
16633,17.0,6,2883.1,4,4,4,444,12,Champions
16634,223.0,2,217.9,1,2,1,121,4,Typical Customers
16637,32.0,4,1154.47,3,3,3,333,9,Champions
16638,23.0,10,1680.72,3,4,4,344,11,Champions
16639,31.0,3,1257.51,3,3,3,333,9,Champions
16641,106.0,1,231.1,2,2,1,221,5,Typical Customers
16642,5.0,2,688.33,4,2,3,423,9,Big Spenders
16643,246.0,1,487.51,1,2,2,122,5,Typical Customers
16644,178.0,2,833.78,1,2,3,123,6,Big Spenders
16647,170.0,2,214.06,1,2,1,121,4,Typical Customers
16648,43.0,1,290.66,3,2,1,321,6,New Customers
16650,72.0,1,518.42,2,2,2,222,6,Typical Customers
16652,59.0,7,6773.97,2,4,4,244,10,At Risk
16653,16.0,2,1212.66,4,2,3,423,9,Big Spenders
16654,141.0,4,601.27,2,3,2,232,7,At Risk
16655,18.0,6,3794.52,4,4,4,444,12,Champions
16656,22.0,15,8625.8,3,4,4,344,11,Champions
16657,10.0,4,933.62,4,3,3,433,10,Champions
16658,368.0,1,123.24,1,2,1,121,4,Typical Customers
16659,189.0,1,39.12,1,2,1,121,4,Typical Customers
16660,16.0,4,1267.65,4,3,3,433,10,Champions
16665,362.0,1,135.4,1,2,1,121,4,Typical Customers
16666,19.0,1,118.98,3,2,1,321,6,New Customers
16667,68.0,2,570.13,2,2,2,222,6,Typical Customers
16668,15.0,6,306.72,4,4,1,441,9,Champions
16669,24.0,3,1374.87,3,3,3,333,9,Champions
16670,17.0,11,4095.9,4,4,4,444,12,Champions
16671,28.0,3,1692.27,3,3,4,334,10,Champions
16672,2.0,20,8134.94,4,4,4,444,12,Champions
16674,55.0,2,319.61,2,2,2,222,6,Typical Customers
16676,34.0,4,1592.12,3,3,3,333,9,Champions
16678,3.0,12,3109.99,4,4,4,444,12,Champions
16679,366.0,1,129.75,1,2,1,121,4,Typical Customers
16680,43.0,1,183.7,3,2,1,321,6,New Customers
16681,73.0,6,1770.34,2,4,4,244,10,At Risk
16682,5.0,5,1028.0,4,4,3,443,11,Champions
16684,4.0,28,66653.56,4,4,4,444,12,Champions
16685,61.0,2,324.24,2,2,2,222,6,Typical Customers
